trial,struct,time,l,un,order,baserate,mag,session,subject,block
73,2,2,-87,0,2,1,100,S,17,4
74,2,1,6,13,2,3,20,S,17,4
74,2,2,53,51,2,3,20,S,17,4
75,1,1,49,54,2,3,40,S,17,4
75,1,2,86,0,1,3,40,S,17,4
76,1,1,48,54,1,1,100,S,17,4
76,1,2,78,0,2,1,100,S,17,4
77,1,1,44,53,1,1,60,S,17,4
77,1,2,78,-50,2,1,60,S,17,4
78,2,1,-53,-52,1,1,20,S,17,4
78,2,2,-100,0,2,1,20,S,17,4
79,1,1,46,39,2,1,40,S,17,4
79,1,2,46,51,1,1,40,S,17,4
80,2,1,52,51,2,3,80,S,17,4
80,2,2,-100,73,1,3,80,S,17,4
81,0,1,-100,-100,2,3,0,S,17,4
81,0,2,-100,-100,2,3,0,S,17,4
82,1,1,50,53,2,3,60,S,17,4
82,1,2,69,-1,2,3,60,S,17,4
83,2,1,49,54,1,1,80,S,17,4
83,2,2,99,43,2,1,80,S,17,4
84,2,1,48,45,1,1,60,S,17,4
84,2,2,0,10,1,1,60,S,17,4
85,2,1,61,52,2,3,100,S,17,4
85,2,2,-97,67,1,3,100,S,17,4
86,1,1,-57,-45,2,1,20,S,17,4
86,1,2,-4,2,1,1,20,S,17,4
87,2,1,58,51,2,1,40,S,17,4
87,2,2,-99,53,1,1,40,S,17,4
88,2,1,51,53,1,3,40,S,17,4
88,2,2,-100,71,1,3,40,S,17,4
89,1,1,57,50,1,3,60,S,17,5
89,1,2,63,-1,2,3,60,S,17,5
90,0,1,-100,-100,1,1,0,S,17,5
90,0,2,-100,-4,2,1,0,S,17,5
91,2,1,55,53,1,3,60,S,17,5
91,2,2,-100,52,1,3,60,S,17,5
92,1,1,50,51,2,1,40,S,17,5
92,1,2,44,58,2,1,40,S,17,5
93,2,1,53,58,1,1,20,S,17,5
93,2,2,50,-97,2,1,20,S,17,5
94,1,1,57,61,2,1,80,S,17,5
94,1,2,92,0,2,1,80,S,17,5
95,1,1,47,45,1,1,60,S,17,5
95,1,2,97,50,1,1,60,S,17,5
96,2,1,53,54,1,3,100,S,17,5
96,2,2,63,-100,2,3,100,S,17,5
97,1,1,80,93,2,1,100,S,17,5
97,1,2,55,50,2,1,100,S,17,5
98,2,1,9,14,2,3,20,S,17,5
98,2,2,-98,64,2,3,20,S,17,5
99,2,1,52,56,2,1,100,S,17,5
99,2,2,-100,75,2,1,100,S,17,5
100,1,1,0,0,1,3,40,S,17,5
100,1,2,78,0,1,3,40,S,17,5
101,2,1,-5,3,1,3,80,S,17,5
101,2,2,-95,11,1,3,80,S,17,5
102,1,1,54,56,1,3,100,S,17,5
102,1,2,77,1,1,3,100,S,17,5
103,1,1,17,11,1,1,20,S,17,5
103,1,2,9,9,1,1,20,S,17,5
104,0,1,-100,-99,1,3,0,S,17,5
104,0,2,-99,-100,1,3,0,S,17,5
105,2,1,49,53,1,1,60,S,17,5
105,2,2,-55,94,2,1,60,S,17,5
106,1,1,1,5,2,3,20,S,17,5
106,1,2,18,13,2,3,20,S,17,5
107,2,1,32,46,2,1,40,S,17,5
107,2,2,-96,48,2,1,40,S,17,5
108,1,1,54,54,2,3,80,S,17,5
108,1,2,98,2,2,3,80,S,17,5
109,2,1,55,59,1,1,80,S,17,5
109,2,2,-97,21,1,1,80,S,17,5
110,2,1,33,-13,1,3,40,S,17,5
110,2,2,-100,0,1,3,40,S,17,5
1,2,1,30,30,2,3,100,D,18,1
1,2,2,-100,60,1,3,100,D,18,1
2,1,1,45,45,1,1,100,D,18,1
2,1,2,95,-37,2,1,100,D,18,1
3,1,1,43,43,1,1,20,D,18,1
3,1,2,92,-24,2,1,20,D,18,1
4,1,1,25,25,1,3,80,D,18,1
4,1,2,88,-17,1,3,80,D,18,1
5,1,1,23,23,2,3,40,D,18,1
5,1,2,-20,50,2,3,40,D,18,1
6,1,1,43,43,1,1,40,D,18,1
6,1,2,94,-41,2,1,40,D,18,1
7,0,1,-100,-100,1,1,0,D,18,1
7,0,2,-100,-100,1,1,0,D,18,1
8,1,1,45,45,2,1,60,D,18,1
8,1,2,95,-16,2,1,60,D,18,1
9,1,1,21,21,1,3,20,D,18,1
9,1,2,82,-24,1,3,20,D,18,1
10,1,1,33,33,2,3,100,D,18,1
10,1,2,95,-48,1,3,100,D,18,1
11,2,1,43,43,2,1,20,D,18,1
11,2,2,-100,90,1,1,20,D,18,1
12,2,1,24,24,1,3,60,D,18,1
12,2,2,-100,53,1,3,60,D,18,1
13,1,1,45,45,1,1,80,D,18,1
13,1,2,97,-32,1,1,80,D,18,1
14,2,1,26,26,1,3,40,D,18,1
14,2,2,-100,77,1,3,40,D,18,1
15,2,1,47,47,1,1,60,D,18,1
15,2,2,-100,90,2,1,60,D,18,1
16,0,1,-100,-100,2,3,0,D,18,1
16,0,2,-100,-100,2,3,0,D,18,1
17,2,1,46,46,1,1,40,D,18,1
17,2,2,-100,92,1,1,40,D,18,1
18,2,1,29,29,1,3,80,D,18,1
18,2,2,-100,63,2,3,80,D,18,1
19,2,1,46,46,1,1,80,D,18,1
19,2,2,-100,90,1,1,80,D,18,1
20,1,1,30,30,1,3,60,D,18,1
20,1,2,69,-38,2,3,60,D,18,1
21,2,1,23,23,2,3,20,D,18,1
21,2,2,-100,56,2,3,20,D,18,1
22,2,1,49,49,1,1,100,D,18,1
22,2,2,-100,93,2,1,100,D,18,1
23,1,1,44,44,2,1,20,D,18,2
23,1,2,94,-29,2,1,20,D,18,2
24,2,1,25,25,2,3,40,D,18,2
24,2,2,-100,75,1,3,40,D,18,2
25,2,1,28,28,2,3,80,D,18,2
25,2,2,-100,63,1,3,80,D,18,2
26,1,1,46,46,2,1,40,D,18,2
26,1,2,96,-57,1,1,40,D,18,2
27,1,1,45,45,1,1,80,D,18,2
27,1,2,94,-36,1,1,80,D,18,2
28,1,1,24,24,2,3,100,D,18,2
28,1,2,85,-40,2,3,100,D,18,2
29,2,1,27,27,2,3,60,D,18,2
29,2,2,-100,78,1,3,60,D,18,2
30,1,1,24,24,2,3,60,D,18,2
30,1,2,80,-30,1,3,60,D,18,2
31,2,1,30,31,1,3,100,D,18,2
31,2,2,-100,59,2,3,100,D,18,2
32,2,1,47,47,1,1,40,D,18,2
32,2,2,-100,89,1,1,40,D,18,2
33,0,1,-100,-100,2,1,0,D,18,2
33,0,2,-100,-100,2,1,0,D,18,2
34,2,1,43,43,2,1,20,D,18,2
34,2,2,-100,63,2,1,20,D,18,2
35,1,1,43,43,1,1,60,D,18,2
35,1,2,95,-50,1,1,60,D,18,2
36,1,1,32,32,2,3,80,D,18,2
36,1,2,84,-38,1,3,80,D,18,2
37,2,1,17,17,1,3,20,D,18,2
37,2,2,-100,51,1,3,20,D,18,2
38,1,1,21,21,1,3,20,D,18,2
38,1,2,48,-21,2,3,20,D,18,2
39,2,1,48,48,1,1,60,D,18,2
39,2,2,-100,91,1,1,60,D,18,2
40,2,1,46,46,2,1,100,D,18,2
40,2,2,-100,88,1,1,100,D,18,2
41,0,1,-100,-100,2,3,0,D,18,2
41,0,2,-100,-100,2,3,0,D,18,2
42,1,1,24,24,1,3,40,D,18,2
42,1,2,52,-47,2,3,40,D,18,2
43,1,1,49,49,2,1,100,D,18,2
43,1,2,97,-23,2,1,100,D,18,2
44,2,1,46,46,2,1,80,D,18,2
44,2,2,-100,91,2,1,80,D,18,2
45,2,1,28,28,2,3,100,D,18,3
45,2,2,-100,72,2,3,100,D,18,3
46,1,1,46,46,2,1,60,D,18,3
46,1,2,98,-40,2,1,60,D,18,3
47,1,1,33,33,2,3,100,D,18,3
47,1,2,77,-37,2,3,100,D,18,3
48,2,1,19,19,1,3,20,D,18,3
48,2,2,-100,56,1,3,20,D,18,3
49,1,1,48,48,1,1,100,D,18,3
49,1,2,99,-31,2,1,100,D,18,3
50,2,1,23,23,1,3,40,D,18,3
50,2,2,-100,52,2,3,40,D,18,3
51,1,1,20,20,2,3,40,D,18,3
51,1,2,71,-34,2,3,40,D,18,3
52,2,1,46,46,1,1,40,D,18,3
52,2,2,-100,71,1,1,40,D,18,3
53,2,1,33,33,1,3,80,D,18,3
53,2,2,-100,77,2,3,80,D,18,3
54,1,1,21,21,1,3,20,D,18,3
54,1,2,62,-38,2,3,20,D,18,3
55,1,1,28,28,2,3,60,D,18,3
55,1,2,87,-32,2,3,60,D,18,3
56,1,1,47,47,1,1,40,D,18,3
56,1,2,88,-33,2,1,40,D,18,3
57,0,1,-100,-100,1,3,0,D,18,3
57,0,2,-100,-100,1,3,0,D,18,3
58,1,1,46,46,2,1,80,D,18,3
58,1,2,98,-21,2,1,80,D,18,3
59,2,1,49,49,1,1,100,D,18,3
59,2,2,-100,90,1,1,100,D,18,3
60,2,1,49,49,1,1,80,D,18,3
60,2,2,-100,90,1,1,80,D,18,3
61,1,1,42,42,1,1,20,D,18,3
61,1,2,88,-33,2,1,20,D,18,3
62,1,1,25,25,2,3,80,D,18,3
62,1,2,88,-28,2,3,80,D,18,3
63,0,1,-100,-100,1,1,0,D,18,3
63,0,2,-100,-100,1,1,0,D,18,3
64,2,1,25,25,1,3,60,D,18,3
64,2,2,-100,55,1,3,60,D,18,3
65,2,1,46,46,2,1,20,D,18,3
65,2,2,-100,90,2,1,20,D,18,3
66,2,1,48,48,2,1,60,D,18,3
66,2,2,-100,89,1,1,60,D,18,3
67,2,1,49,49,2,1,80,D,18,4
67,2,2,-100,93,2,1,80,D,18,4
68,2,1,44,44,2,1,40,D,18,4
68,2,2,-100,90,1,1,40,D,18,4
69,2,1,21,20,1,3,40,D,18,4
69,2,2,-100,52,1,3,40,D,18,4
70,1,1,43,43,2,1,20,D,18,4
70,1,2,87,-28,1,1,20,D,18,4
71,0,1,-100,-100,2,1,0,D,18,4
71,0,2,-100,-100,1,1,0,D,18,4
72,0,1,-100,-100,1,3,0,D,18,4
72,0,2,-100,-100,2,3,0,D,18,4
73,2,1,24,24,2,3,20,D,18,4
73,2,2,-100,50,1,3,20,D,18,4
74,1,1,46,46,2,1,40,D,18,4
74,1,2,90,-35,2,1,40,D,18,4
75,1,1,48,48,1,1,80,D,18,4
75,1,2,97,-34,1,1,80,D,18,4
76,2,1,46,46,1,1,100,D,18,4
76,2,2,95,-25,2,1,100,D,18,4
77,1,1,30,30,1,3,100,D,18,4
77,1,2,69,-22,1,3,100,D,18,4
78,2,1,46,46,2,1,60,D,18,4
78,2,2,-100,90,2,1,60,D,18,4
79,1,1,47,47,1,1,100,D,18,4
79,1,2,98,-24,1,1,100,D,18,4
80,1,1,15,15,2,3,20,D,18,4
80,1,2,54,-55,2,3,20,D,18,4
81,2,1,30,30,2,3,80,D,18,4
81,2,2,-100,67,2,3,80,D,18,4
82,1,1,46,46,2,1,60,D,18,4
82,1,2,94,-27,1,1,60,D,18,4
83,2,1,46,46,2,1,20,D,18,4
83,2,2,-100,90,1,1,20,D,18,4
84,2,1,28,28,1,3,100,D,18,4
84,2,2,74,-25,2,3,100,D,18,4
85,2,1,21,21,1,3,60,D,18,4
85,2,2,-100,58,2,3,60,D,18,4
86,1,1,28,28,1,3,80,D,18,4
86,1,2,80,-21,2,3,80,D,18,4
87,1,1,27,27,1,3,40,D,18,4
87,1,2,81,-18,2,3,40,D,18,4
88,1,1,30,30,1,3,60,D,18,4
88,1,2,81,-34,1,3,60,D,18,4
89,2,1,21,21,1,3,60,D,18,5
89,2,2,-100,71,1,3,60,D,18,5
90,2,1,42,42,1,1,20,D,18,5
90,2,2,-100,90,2,1,20,D,18,5
91,2,1,48,48,1,1,80,D,18,5
91,2,2,-100,92,2,1,80,D,18,5
92,2,1,34,34,2,3,100,D,18,5
92,2,2,-100,67,1,3,100,D,18,5
93,2,1,41,42,2,1,40,D,18,5
93,2,2,-100,90,2,1,40,D,18,5
94,1,1,48,48,2,3,80,D,18,5
94,1,2,90,-41,2,3,80,D,18,5
95,1,1,48,48,2,1,60,D,18,5
95,1,2,98,-33,1,1,60,D,18,5
96,1,1,44,44,2,1,40,D,18,5
96,1,2,90,-28,1,1,40,D,18,5
97,2,1,30,30,1,3,80,D,18,5
97,2,2,-100,55,1,3,80,D,18,5
98,2,1,47,47,1,1,60,D,18,5
98,2,2,92,-27,2,1,60,D,18,5
99,1,1,30,30,2,3,40,D,18,5
99,1,2,58,-24,2,3,40,D,18,5
100,2,1,49,49,2,1,100,D,18,5
100,2,2,-100,93,1,1,100,D,18,5
101,1,1,42,42,1,1,20,D,18,5
101,1,2,92,-66,1,1,20,D,18,5
102,1,1,32,32,1,3,60,D,18,5
102,1,2,80,-100,1,3,60,D,18,5
103,2,1,20,20,2,3,20,D,18,5
103,2,2,-100,72,1,3,20,D,18,5
104,2,1,30,30,2,3,40,D,18,5
104,2,2,-100,73,1,3,40,D,18,5
105,0,1,-100,-100,1,1,0,D,18,5
105,0,2,-100,-100,2,1,0,D,18,5
106,1,1,35,35,2,3,100,D,18,5
106,1,2,98,-52,1,3,100,D,18,5
107,1,1,49,49,1,1,80,D,18,5
107,1,2,-36,91,1,1,80,D,18,5
108,1,1,11,11,1,3,20,D,18,5
108,1,2,-100,64,2,3,20,D,18,5
109,1,1,49,49,2,1,100,D,18,5
109,1,2,95,-35,1,1,100,D,18,5
110,0,1,-100,-100,1,3,0,D,18,5
110,0,2,-100,-100,1,3,0,D,18,5
1,1,1,50,50,1,1,20,H,18,1
1,1,2,100,-70,1,1,20,H,18,1
2,1,1,30,30,2,3,40,H,18,1
2,1,2,70,-80,1,3,40,H,18,1
3,1,1,50,50,1,3,100,H,18,1
3,1,2,100,-95,1,3,100,H,18,1
4,2,1,50,50,2,3,100,H,18,1
4,2,2,-100,95,2,3,100,H,18,1
5,0,1,-100,-100,2,3,0,H,18,1
5,0,2,-100,-100,2,3,0,H,18,1
6,1,1,51,50,2,1,40,H,18,1
6,1,2,100,-95,2,1,40,H,18,1
7,1,1,-40,-40,1,3,20,H,18,1
7,1,2,20,-100,1,3,20,H,18,1
8,2,1,30,30,1,1,20,H,18,1
8,2,2,-100,70,1,1,20,H,18,1
9,1,1,50,50,1,1,60,H,18,1
9,1,2,100,-95,2,1,60,H,18,1
10,2,1,45,45,1,3,60,H,18,1
10,2,2,-100,90,1,3,60,H,18,1
11,2,1,50,50,2,1,100,H,18,1
11,2,2,-100,96,1,1,100,H,18,1
12,1,1,50,50,2,1,100,H,18,1
12,1,2,95,-80,2,1,100,H,18,1
13,1,1,30,30,2,3,80,H,18,1
13,1,2,90,-95,2,3,80,H,18,1
14,1,1,50,50,2,1,80,H,18,1
14,1,2,100,-95,2,1,80,H,18,1
15,2,1,45,45,2,1,60,H,18,1
15,2,2,-100,90,1,1,60,H,18,1
16,1,1,40,39,2,3,60,H,18,1
16,1,2,85,-90,1,3,60,H,18,1
17,2,1,50,50,2,1,80,H,18,1
17,2,2,-100,85,1,1,80,H,18,1
18,0,1,-100,-100,2,1,0,H,18,1
18,0,2,-100,-100,1,1,0,H,18,1
19,2,1,30,30,2,1,40,H,18,1
19,2,2,-100,70,1,1,40,H,18,1
20,2,1,50,50,1,3,80,H,18,1
20,2,2,-100,95,2,3,80,H,18,1
21,2,1,31,30,2,3,40,H,18,1
21,2,2,-100,68,2,3,40,H,18,1
22,2,1,19,19,1,3,20,H,18,1
22,2,2,-100,50,2,3,20,H,18,1
23,2,1,45,45,1,1,40,H,18,2
23,2,2,-100,75,2,1,40,H,18,2
24,1,1,50,50,1,3,100,H,18,2
24,1,2,100,-100,2,3,100,H,18,2
25,1,1,36,36,2,3,60,H,18,2
25,1,2,78,-95,1,3,60,H,18,2
26,2,1,50,50,1,3,100,H,18,2
26,2,2,-100,93,1,3,100,H,18,2
27,2,1,37,37,2,1,60,H,18,2
27,2,2,-100,80,2,1,60,H,18,2
28,0,1,-95,-95,1,1,0,H,18,2
28,0,2,-100,-95,1,1,0,H,18,2
29,2,1,20,20,1,1,20,H,18,2
29,2,2,-100,50,1,1,20,H,18,2
30,1,1,50,50,1,1,80,H,18,2
30,1,2,98,-97,2,1,80,H,18,2
31,1,1,50,51,2,1,100,H,18,2
31,1,2,100,-95,2,1,100,H,18,2
32,1,1,30,30,2,1,40,H,18,2
32,1,2,80,-100,1,1,40,H,18,2
33,1,1,20,20,1,1,20,H,18,2
33,1,2,90,-98,1,1,20,H,18,2
34,2,1,50,50,2,3,80,H,18,2
34,2,2,-100,70,2,3,80,H,18,2
35,1,1,45,45,2,3,80,H,18,2
35,1,2,90,-100,1,3,80,H,18,2
36,2,1,20,21,1,3,40,H,18,2
36,2,2,-100,60,2,3,40,H,18,2
37,2,1,50,50,2,1,100,H,18,2
37,2,2,-100,97,2,1,100,H,18,2
38,2,1,30,30,2,3,60,H,18,2
38,2,2,-100,50,1,3,60,H,18,2
39,0,1,-100,-100,2,3,0,H,18,2
39,0,2,-100,-100,1,3,0,H,18,2
40,1,1,20,20,2,3,20,H,18,2
40,1,2,50,-80,1,3,20,H,18,2
41,1,1,32,32,2,3,40,H,18,2
41,1,2,77,-100,1,3,40,H,18,2
42,2,1,50,50,2,1,80,H,18,2
42,2,2,-100,90,1,1,80,H,18,2
43,2,1,30,30,2,3,20,H,18,2
43,2,2,-100,50,1,3,20,H,18,2
44,1,1,48,48,1,1,60,H,18,2
44,1,2,90,-40,1,1,60,H,18,2
45,0,1,-100,-100,2,1,0,H,18,3
45,0,2,-100,-100,2,1,0,H,18,3
46,2,1,50,49,2,1,80,H,18,3
46,2,2,-100,90,1,1,80,H,18,3
47,0,1,-100,-100,2,3,0,H,18,3
47,0,2,-100,-100,2,3,0,H,18,3
48,1,1,50,49,2,1,80,H,18,3
48,1,2,90,-60,1,1,80,H,18,3
49,2,1,27,27,2,1,20,H,18,3
49,2,2,-100,90,1,1,20,H,18,3
50,2,1,27,27,2,3,80,H,18,3
50,2,2,-100,50,2,3,80,H,18,3
51,1,1,48,48,2,1,60,H,18,3
51,1,2,90,-50,2,1,60,H,18,3
52,2,1,25,25,2,3,40,H,18,3
52,2,2,-100,50,2,3,40,H,18,3
53,2,1,45,44,1,1,60,H,18,3
53,2,2,-100,90,1,1,60,H,18,3
54,1,1,45,45,2,1,40,H,18,3
54,1,2,95,-70,2,1,40,H,18,3
55,1,1,27,27,1,3,20,H,18,3
55,1,2,50,-70,1,3,20,H,18,3
56,2,1,30,30,2,3,60,H,18,3
56,2,2,-100,80,2,3,60,H,18,3
57,1,1,43,43,2,1,20,H,18,3
57,1,2,95,-90,1,1,20,H,18,3
58,1,1,27,27,2,3,40,H,18,3
58,1,2,60,-40,2,3,40,H,18,3
59,1,1,39,39,2,3,100,H,18,3
59,1,2,95,-50,1,3,100,H,18,3
60,1,1,26,26,2,3,60,H,18,3
60,1,2,81,-70,2,3,60,H,18,3
61,2,1,40,40,2,3,100,H,18,3
61,2,2,-100,50,2,3,100,H,18,3
62,2,1,20,20,1,3,20,H,18,3
62,2,2,-100,47,2,3,20,H,18,3
63,1,1,50,50,2,1,100,H,18,3
63,1,2,100,-94,2,1,100,H,18,3
64,2,1,47,46,1,1,40,H,18,3
64,2,2,-90,95,1,1,40,H,18,3
65,1,1,50,50,2,3,80,H,18,3
65,1,2,63,-70,2,3,80,H,18,3
66,2,1,50,50,2,1,100,H,18,3
66,2,2,-100,90,1,1,100,H,18,3
67,1,1,49,49,1,1,100,H,18,4
67,1,2,95,-90,1,1,100,H,18,4
68,2,1,46,46,1,1,60,H,18,4
68,2,2,-100,90,2,1,60,H,18,4
69,2,1,29,29,1,3,60,H,18,4
69,2,2,-100,54,1,3,60,H,18,4
70,1,1,46,46,2,1,40,H,18,4
70,1,2,93,-60,1,1,40,H,18,4
71,2,1,28,28,1,3,40,H,18,4
71,2,2,-100,50,1,3,40,H,18,4
72,0,1,-100,-100,1,3,0,H,18,4
72,0,2,-100,-100,1,3,0,H,18,4
73,1,1,44,44,1,1,20,H,18,4
73,1,2,90,-50,1,1,20,H,18,4
74,1,1,40,40,2,3,100,H,18,4
74,1,2,81,-60,2,3,100,H,18,4
75,1,1,37,37,1,3,60,H,18,4
75,1,2,81,-60,1,3,60,H,18,4
76,2,1,18,18,1,3,20,H,18,4
76,2,2,-100,40,1,3,20,H,18,4
77,2,1,45,45,2,1,20,H,18,4
77,2,2,-100,80,2,1,20,H,18,4
78,2,1,31,31,1,3,100,H,18,4
78,2,2,-100,50,2,3,100,H,18,4
79,2,1,50,50,1,1,100,H,18,4
79,2,2,-100,97,1,1,100,H,18,4
80,1,1,16,16,1,3,20,H,18,4
80,1,2,50,-75,2,3,20,H,18,4
81,1,1,42,42,1,1,60,H,18,4
81,1,2,92,-62,1,1,60,H,18,4
82,2,1,32,35,1,3,80,H,18,4
82,2,2,-100,70,1,3,80,H,18,4
83,2,1,46,46,2,1,40,H,18,4
83,2,2,-100,90,1,1,40,H,18,4
84,2,1,49,48,1,1,80,H,18,4
84,2,2,-100,92,1,1,80,H,18,4
85,1,1,39,40,1,3,80,H,18,4
85,1,2,75,-75,1,3,80,H,18,4
86,1,1,48,48,1,1,80,H,18,4
86,1,2,95,-44,2,1,80,H,18,4
87,1,1,20,20,1,3,40,H,18,4
87,1,2,51,-40,2,3,40,H,18,4
88,0,1,-100,-100,2,1,0,H,18,4
88,0,2,-100,-100,1,1,0,H,18,4
89,2,1,50,50,1,1,100,H,18,5
89,2,2,95,-50,2,1,100,H,18,5
90,2,1,10,10,1,3,20,H,18,5
90,2,2,-100,31,1,3,20,H,18,5
91,0,1,40,40,2,3,0,H,18,5
91,0,2,-100,44,1,3,0,H,18,5
92,2,1,41,41,2,1,40,H,18,5
92,2,2,-100,80,2,1,40,H,18,5
93,1,1,10,10,1,3,20,H,18,5
93,1,2,50,-50,2,3,20,H,18,5
94,2,1,27,27,2,3,60,H,18,5
94,2,2,-100,65,2,3,60,H,18,5
95,1,1,47,47,2,1,60,H,18,5
95,1,2,98,-57,2,1,60,H,18,5
96,2,1,20,20,1,3,40,H,18,5
96,2,2,-100,51,2,3,40,H,18,5
97,1,1,29,29,2,3,100,H,18,5
97,1,2,81,-80,1,3,100,H,18,5
98,2,1,35,35,1,1,20,H,18,5
98,2,2,-100,84,2,1,20,H,18,5
99,1,1,45,45,2,1,20,H,18,5
99,1,2,90,-90,2,1,20,H,18,5
100,2,1,30,30,2,3,100,H,18,5
100,2,2,-100,84,2,3,100,H,18,5
101,1,1,45,45,2,1,40,H,18,5
101,1,2,92,-45,2,1,40,H,18,5
102,1,1,25,25,1,3,60,H,18,5
102,1,2,83,-55,1,3,60,H,18,5
103,2,1,47,47,1,1,80,H,18,5
103,2,2,-100,90,2,1,80,H,18,5
104,1,1,49,49,2,1,80,H,18,5
104,1,2,95,-50,2,1,80,H,18,5
105,1,1,18,18,1,3,40,H,18,5
105,1,2,62,-50,2,3,40,H,18,5
106,1,1,31,30,1,3,80,H,18,5
106,1,2,85,-34,1,3,80,H,18,5
107,1,1,49,49,1,1,100,H,18,5
107,1,2,95,-56,1,1,100,H,18,5
108,0,1,-100,-100,2,1,0,H,18,5
108,0,2,-100,-100,1,1,0,H,18,5
109,2,1,46,46,2,1,60,H,18,5
109,2,2,-100,90,2,1,60,H,18,5
110,2,1,31,31,2,3,80,H,18,5
110,2,2,-100,85,1,3,80,H,18,5
1,1,1,45,45,1,1,100,S,18,1
1,1,2,-70,95,2,1,100,S,18,1
2,2,1,25,25,1,3,40,S,18,1
2,2,2,-100,50,2,3,40,S,18,1
3,1,1,27,27,1,3,80,S,18,1
3,1,2,80,-30,2,3,80,S,18,1
4,1,1,45,45,2,1,80,S,18,1
4,1,2,95,-10,1,1,80,S,18,1
5,2,1,45,45,2,1,80,S,18,1
5,2,2,-97,90,1,1,80,S,18,1
6,1,1,22,22,1,3,40,S,18,1
6,1,2,80,-40,1,3,40,S,18,1
7,2,1,16,16,2,3,20,S,18,1
7,2,2,-100,40,2,3,20,S,18,1
8,2,1,48,48,2,1,100,S,18,1
8,2,2,-100,89,2,1,100,S,18,1
9,2,1,45,45,1,1,20,S,18,1
9,2,2,10,10,1,1,20,S,18,1
10,2,1,28,28,1,3,100,S,18,1
10,2,2,-100,65,2,3,100,S,18,1
11,0,1,-100,-100,2,3,0,S,18,1
11,0,2,-100,-100,1,3,0,S,18,1
12,2,1,45,45,1,1,40,S,18,1
12,2,2,-100,90,2,1,40,S,18,1
13,0,1,-95,-95,2,1,0,S,18,1
13,0,2,-100,-95,1,1,0,S,18,1
14,1,1,27,27,2,3,60,S,18,1
14,1,2,83,-50,2,3,60,S,18,1
15,1,1,25,25,2,3,100,S,18,1
15,1,2,89,-60,1,3,100,S,18,1
16,1,1,45,45,2,1,60,S,18,1
16,1,2,91,-70,2,1,60,S,18,1
17,1,1,45,45,2,1,40,S,18,1
17,1,2,95,-60,2,1,40,S,18,1
18,1,1,44,44,1,1,20,S,18,1
18,1,2,95,-40,1,1,20,S,18,1
19,2,1,25,25,1,3,80,S,18,1
19,2,2,-95,50,2,3,80,S,18,1
20,2,1,45,45,2,1,60,S,18,1
20,2,2,-50,80,2,1,60,S,18,1
21,2,1,25,25,1,3,60,S,18,1
21,2,2,-100,49,1,3,60,S,18,1
22,1,1,23,23,2,3,20,S,18,1
22,1,2,80,-63,1,3,20,S,18,1
23,1,1,45,45,2,1,40,S,18,2
23,1,2,93,-67,2,1,40,S,18,2
24,2,1,25,25,1,3,20,S,18,2
24,2,2,-100,14,1,3,20,S,18,2
25,1,1,27,27,1,3,60,S,18,2
25,1,2,91,-30,1,3,60,S,18,2
26,1,1,45,45,2,1,20,S,18,2
26,1,2,85,-60,1,1,20,S,18,2
27,2,1,49,49,2,1,80,S,18,2
27,2,2,-100,90,1,1,80,S,18,2
28,2,1,29,29,1,3,100,S,18,2
28,2,2,-100,60,1,3,100,S,18,2
29,1,1,48,48,2,1,80,S,18,2
29,1,2,98,-71,1,1,80,S,18,2
30,1,1,28,28,2,3,80,S,18,2
30,1,2,86,-94,1,3,80,S,18,2
31,2,1,27,27,2,3,60,S,18,2
31,2,2,-100,55,1,3,60,S,18,2
32,2,1,25,25,1,3,40,S,18,2
32,2,2,-100,50,1,3,40,S,18,2
33,1,1,47,47,1,1,100,S,18,2
33,1,2,96,-75,2,1,100,S,18,2
34,2,1,40,40,1,1,20,S,18,2
34,2,2,-100,76,2,1,20,S,18,2
35,1,1,25,25,2,3,40,S,18,2
35,1,2,90,-64,1,3,40,S,18,2
36,0,1,-100,-100,1,1,0,S,18,2
36,0,2,-100,-100,1,1,0,S,18,2
37,1,1,46,46,1,1,60,S,18,2
37,1,2,95,-52,1,1,60,S,18,2
38,0,1,-100,-100,1,3,0,S,18,2
38,0,2,-100,-100,1,3,0,S,18,2
39,2,1,46,46,1,1,100,S,18,2
39,2,2,-100,89,1,1,100,S,18,2
40,2,1,25,25,1,3,80,S,18,2
40,2,2,-100,70,2,3,80,S,18,2
41,2,1,45,45,2,1,60,S,18,2
41,2,2,-100,96,1,1,60,S,18,2
42,1,1,25,25,2,3,100,S,18,2
42,1,2,93,-81,1,3,100,S,18,2
43,1,1,20,20,1,3,20,S,18,2
43,1,2,70,-75,2,3,20,S,18,2
44,2,1,44,44,1,1,40,S,18,2
44,2,2,-100,80,2,1,40,S,18,2
45,2,1,29,29,1,3,100,S,18,3
45,2,2,-100,60,1,3,100,S,18,3
46,1,1,45,45,2,1,100,S,18,3
46,1,2,99,-75,2,1,100,S,18,3
47,1,1,48,48,1,1,80,S,18,3
47,1,2,98,-73,2,1,80,S,18,3
48,1,1,43,43,2,1,20,S,18,3
48,1,2,84,-71,2,1,20,S,18,3
49,1,1,31,31,2,3,80,S,18,3
49,1,2,80,-17,2,3,80,S,18,3
50,1,1,48,48,2,1,60,S,18,3
50,1,2,97,-65,1,1,60,S,18,3
51,2,1,49,49,2,1,80,S,18,3
51,2,2,-100,91,2,1,80,S,18,3
